eval/mean_reward,model/parameters,eval/success_rate,time/total_timesteps,eval/mean_ep_length,model/extractor_type,eval/best_seq_prediction_mse,rollout/success_rate,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,eval/seq_prediction_mse,time/fps,train/loss,train/std,train/policy_gradient_loss,train/clip_range_vf,train/value_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/clip_range,train/learning_rate
-226.2375030517578,,0.0,1820000,137.7,,,,,,,,,,3.7398189306259155e-05,0.740818202495575,5.890250467928126e-05,0.3,0.055940630845725536,0.002615551,0.03319091796875,550,-4.256815433502197,0.5135759115219116,0.16395520000000002,6.575744e-05
,,,1835008,,,,0.0,192.65,56,-251.8896026611328,5182,0.9548613786697387,354,,,,,,,,,,,,
-237.89602661132812,,0.0,1840000,143.4,,,,,,,,,,-0.004306253045797348,0.740818202495575,-0.0005478839339048136,0.3,0.05552432141266763,0.002730513,0.0277008056640625,560,-4.256815433502197,0.5167684257030487,0.16329984,6.5134848e-05
-218.78726196289062,,0.0,1860000,121.6,,,,,,,,1.110706377029419,,,,,,,,,,,,,
,,,1867776,,,,0.0,189.11,57,-255.6947479248047,5271,0.9421823263168335,354,,,,,,,,,,,,
-241.40505981445312,,0.0,1880000,157.9,,,,,,,,,,-0.0025200825184583664,0.740818202495575,-0.00020465030247578396,0.3,0.06176058007404208,0.0020443592,0.0215087890625,570,-4.256815433502197,0.43997740745544434,0.16264448,6.4512256e-05
-241.97232055664062,,0.0,1900000,142.9,,,,,,,,1.1488340139389037,,,,,,,,,,,,,
,,,1900544,,,,0.0,163.61,58,-243.26458740234375,5365,1.0191811323165894,354,,,,,,,,,,,,
-237.5539093017578,,0.0,1920000,179.5,,,,,,,,,,-0.008069990202784538,0.740818202495575,-0.00028002901235595344,0.3,0.05765654863789678,0.003368293,0.0413604736328125,580,-4.256815433502197,0.47828561067581177,0.16198912000000001,6.3889664e-05
,,,1933312,,,,0.01,185.78,59,-251.4999237060547,5435,1.1775850892066955,355,,,,,,,,,,,,
