time,npos,epos,h,alpha,beta,phi,theta,psi,p,q,r,TAS,ail,ele,rud,thrust,ail_cmd,ele_cmd,rud_cmd,thrust_cmd,vn,ve,vh,mu,chi,nx,ny,nz,nx_ref,ny_ref,nz_ref,Fx,Fy,Fz,Mx,My,Mz,lon,lat,lef,lef_cmd,Cz,delta_Cz_lef,Czq,delta_Czq_lef,Cm,delta_Cm_lef,Cmq,delta_Cmq_lef,delta_Cm,delta_Cm_ds,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
8.900000,1759.993733,-99.954236,4643.125866,1.525919,-0.462869,-135.580233,-32.384082,-12.619825,-43.517150,2.302555,-5.725705,219.587748,-6.961660,0.272624,-4.227397,10992.484048,-6.961660,0.272624,-4.227397,10992.484048,184.744925,-35.835769,-115.808675,-31.829366,-10.977583,0.002250,-0.047335,-1.033639,0.537842,-0.638393,-1.636790,-10787.292824,-4316.393850,-94255.712619,90508.020385,-28515.378147,34304.301757,122.423950,31.440855,0.000000,0.000000,-0.132462,-0.069892,-29.805184,0.020151,-0.059703,0.034353,-5.470844,0.256104,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.000000,1778.468226,-103.537813,4631.544998,1.297420,-0.169708,-140.108452,-32.939348,-12.299033,-2.923238,0.504045,-2.667814,220.080700,5.880586,-0.177038,-2.095889,3157.516845,5.880586,-0.177038,-2.095889,3157.516845,183.970480,-36.306168,-117.391433,-32.235587,-11.163743,-0.090856,0.010781,-0.910895,0.452895,-0.527458,-1.554815,-11442.508728,983.108625,-83062.952405,-59124.723552,-18439.709483,1412.512131,122.423912,31.441021,0.000000,0.000000,-0.112358,-0.071069,-29.759484,0.106980,-0.055443,0.034135,-5.472215,0.255190,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.100000,1796.865274,-107.168430,4619.805855,0.946455,-0.044724,-140.513804,-33.148725,-12.092310,-29.265958,-0.879077,-2.981249,220.494597,-7.942072,-0.668911,-2.638400,329.537627,-7.942072,-0.668911,-2.638400,329.537627,183.020038,-36.698125,-118.663141,-32.559015,-11.338261,-0.137553,-0.066992,-0.753741,0.409261,-0.599396,-1.399916,-12872.777357,-6108.913155,-68732.379060,92223.547512,-8129.037153,31126.857401,122.423874,31.441187,0.000000,0.000000,-0.083940,-0.072274,-29.689291,0.240347,-0.051079,0.033845,-5.474321,0.253786,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.200000,1815.167278,-110.838243,4607.939541,0.497202,0.051875,-143.630944,-33.262667,-11.746577,12.055403,-1.374341,-0.286597,220.875456,7.622288,-1.034094,-0.310460,55.035725,7.622288,-1.034094,-0.310460,55.035725,182.367492,-36.922183,-120.055781,-32.925300,-11.445413,-0.157205,0.023436,-0.585474,0.391273,-0.472396,-1.258766,-14390.250676,2137.117733,-53388.340241,-84282.427856,-992.272055,-10908.514536,122.423835,31.441352,0.000000,0.000000,-0.049968,-0.073540,-29.599440,0.411063,-0.048211,0.033494,-5.477017,0.251989,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.300000,1833.404027,-114.530461,4595.933963,0.037062,-0.029627,-142.493944,-33.169998,-11.620419,-25.589645,-1.459722,-1.581793,221.249498,21.500000,-0.987791,-1.393987,2877.597395,21.500000,-0.987791,-1.393987,2877.597395,181.757499,-37.195052,-121.212430,-33.219915,-11.565390,-0.139174,0.094016,-0.437854,0.407951,-0.415618,-1.101877,-15568.632503,8573.198207,-39927.155465,-198769.923990,-1247.361124,-35458.309472,122.423797,31.441516,0.000000,0.000000,-0.018781,-0.074852,-29.507412,0.585917,-0.049583,0.033133,-5.479778,0.250148,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21,207.689930,-9.425254,-1.879160,0.060693,54.321382,-9.425254,-1.879160,0.060693,54.321382,206.086378,-6.997043,-28.872563,-7.991005,-1.944559,-0.154204,-0.011670,0.107614,0.002058,-0.073148,1.093414,-14115.908225,-1064.173946,9813.089275,94853.901175,20044.202170,11716.811176,122.424935,31.442253,0.000000,0.000000,0.055411,-0.067144,-29.500000,1.243140,-0.044434,0.033748,-5.052623,0.795632,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.600000,1935.863629,-6.905877,4771.547510,-1.610931,-0.187347,-5.800088,-9.851653,-1.598861,20.090579,-7.079841,0.691409,207.673199,8.093901,-2.307360,0.981159,10.406547,8.093901,-2.307360,0.981159,10.406547,205.797132,-7.012873,-29.921570,-8.284012,-1.951692,-0.157062,0.055256,0.263881,0.014036,-0.044312,1.244092,-14332.626480,5038.681698,24062.888108,-78327.329867,23609.692426,-21192.233220,122.424927,31.442439,0.000000,0.000000,0.094390,-0.063120,-29.500000,1.598777,-0.042418,0.034044,-4.816297,1.097350,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.700000,1956.443342,-7.607164,4768.555353,-1.975142,-0.325004,-3.813530,-10.551511,-1.468548,-14.970312,-5.281344,-1.091145,207.653071,-5.811045,-7.824052,-0.33202122.426105,31.442565,0.000000,0.000000,-0.361647,-0.059906,-30.358242,-1.030660,-0.090898,0.036355,-5.454253,0.267165,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.800000,1969.753039,108.576793,4865.480817,3.650641,0.586152,69.399741,-11.311129,13.406090,-25.309679,-8.901068,2.174425,206.995510,9.782407,-1.008091,0.784678,48454.247361,9.782407,-1.008091,0.784678,48454.247361,199.629633,35.594365,-47.283134,-13.204415,10.109712,0.465095,0.002280,-1.219079,0.661232,0.920156,-0.874067,-6043.002604,207.872853,-111165.688656,-71650.017140,6241.374113,-12024.503819,122.426141,31.442744,0.000000,0.000000,-0.266859,-0.062908,-30.230128,-0.787243,-0.042369,0.035907,-5.458096,0.264603,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9.900000,1989.716002,112.136229,4860.752504,2.538459,0.457632,67.019121,-11.843951,12.644118,-57.293524,-8.540281,0.583281,207.598784,-17.497682,-0.836932,-0.390311,5805.007930,-17.497682,-0.836932,-0.390311,5805.007930,199.549244,36.721692,-47.767434,-13.302663,10.427095,-0.025902,-0.102418,-0.935484,0.179344,0.798618,-0.553372,-8167.008383,-9339.278801,-85305.174857,178540.389904,4215.158063,31518.933986,122.426178,31.442924,0.000000,0.000000,-0.192019,-0.066738,-30.007692,-0.364614,-0.046276,0.035079,-5.464769,0.260154,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.000000,2009.670927,115.808399,4855.975760,1.578707,0.362486,61.448641,-12.267540,11.883927,22.537935,-8.377937,3.309801,207.757677,-10.981534,3.463699,2.253848,37223.241808,-10.981534,3.463699,2.253848,37223.241808,199.675896,37.501548,-48.167535,-13.405707,10.636929,0.275477,-0.042906,-0.853020,0.487954,0.815426,-0.385987,-12102.969562,-3912.508753,-77785.381037,81786.088098,-57557.471173,8561.667589,122.426217,31.443104,0.000000,0.000000,-0.167938,-0.069874,-29.815741,0.000092,-0.092820,0.034351,-5.470528,0.256315,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.100000,2029.638516,119.558553,4851.159007,0.619202,0.314672,63.836918,-12.947042,11.276829,59.080851,-12.626086,4.694549,208.231931,18.754521,0.360852,3.595751,8244.504329,18.754521,0.360852,3.595751,8244.504329,199.544172,38.238289,-48.786021,-13.549594,10.847978,-0.039632,0.085507,-0.381993,0.184418,0.960232,0.047725,-11858.507803,7797.245175,-34833.316917,-189651.294612,-6210.212829,-45127.433162,122.426256,31.443283,0.000000,0.000000,-0.071149,-0.072835,-29.623840,0.364703,-0.062292,0.033618,-5.476285,0.252477,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
.547886,0.734346,-0.081816,-2.183579,1.175831,0.620592,-2.741891,-5621.996486,-7460.687198,-199116.739159,-106169.201214,-83833.351224,-635.622108,122.426485,31.443332,0.000000,0.000000,-0.391753,-0.056089,-30.454021,-1.212639,-0.086734,0.036625,-5.451379,0.269080,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.200000,2053.948629,147.349681,4659.492583,4.489935,0.700854,121.359296,-26.605234,22.685466,-118.327643,-4.097840,2.505327,218.016300,-21.500000,1.282131,0.853087,19823.825159,-21.500000,1.282131,0.853087,19823.825159,189.310587,61.729975,-91.979364,-24.954104,18.059997,0.162400,-0.149008,-1.873772,0.610241,0.614494,-2.339071,-5014.867486,-13587.740755,-170865.977281,277645.224044,-39342.917372,35570.446967,122.426548,31.443503,0.000000,0.000000,-0.347819,-0.059839,-30.397987,-1.106175,-0.064982,0.036518,-5.453060,0.267960,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.300000,2072.879688,153.522678,4650.294646,3.609884,-0.316969,109.792692,-26.654110,22.153172,5.713802,-8.003333,6.197000,218.443313,4.625672,-7.489125,6.211238,35618.302462,4.625672,-7.489125,6.211238,35618.302462,190.284680,63.747238,-93.950903,-25.473452,18.521356,0.258136,0.144210,-1.163048,0.706739,0.985143,-1.465681,-12079.362796,13150.303669,-106056.286923,-33246.137362,108685.759524,-54226.153150,122.426613,31.443673,0.000000,0.000000,-0.210279,-0.064188,-30.221977,-0.771756,0.022992,0.035952,-5.458341,0.264440,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.400000,2091.908156,159.897402,4640.899556,2.423862,-0.641992,110.855079,-26.958125,21.068071,-9.417023,0.285269,2.389837,219.045340,-21.500000,-8.222999,3.434838,63114.673581,-21.500000,-8.222999,3.434838,63114.673581,188.800273,64.318863,-95.038269,-25.713722,18.812511,0.524623,0.018718,-0.922102,0.977962,0.851659,-1.239423,-15275.242773,1706.885325,-84084.882724,228404.860264,111592.948151,6434.736755,122.426680,31.443845,0.000000,0.000000,-0.121690,-0.066939,-29.984772,-0.321067,0.028644,0.035071,-5.465457,0.259695,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.500000,2110.788183,166.329288,4631.395729,2.112827,-0.697547,109.940726,-27.192463,21.004445,92.435755,8.694186,4.409285,219.946674,21.189532,-4.516940,5.363451,18368.152084,21.189532,-4.516940,5.363451,18368.152084,188.138581,65.012297,-96.238421,-25.947884,19.062865,0.062639,0.228834,-1.152900,0.519620,1.064983,-1.456254,-12656.173654,20866.975142,-105130.958491,-251707.959049,40465.963626,-81201.338429,122.426748,31.444015,0.000000,0.000000,-0.131609,-0.067743,-29.922565,-0.202874,-0.009653,0.034838,-5.467323,0.258451,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.600000,2129.602042,172.830518,4621.771887,2.717665,-0.522679,118.856329,-27.951473,21.690654,-20.336721,12.179450,-3.814568,220.392890,-10.461246,-7.992366,-2.387753,60866.280805,-10.461246,-7.992366,-2.387753,60866.280805,188.493562,66.084211,-98.119739,-26.436375,19.320224,0.515805,-0.034595,-1.284523,0.984529,0.739068,-1.710839,-13830.916170,-3154.623568,-117133.433527,116241.047099,92084.054121,28646.508137,122.426816,31.444184,0.000000,0.000000,-0.144028,-0.066322,-30.043533,-0.432713,0.026733,0.035284,-5.463694,0.260871,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.700000,2148.451398,179.438939,4611.959913,3.468049,-0.045567,116.147829,-28.175952,23.117028,31.725819,19.269316,-0.767251,221.275614,10.986516,-1.640157,-0.644959,7459.312624,10.986516,-1.640157,-0.644959,7459.312624,187.547658,67.000312,-99.570808,-26.742751,19.658973,0.014102,0.045432,-1.957617,0.486283,0.836721,-2.346085,-6173.353070,4142.882370,-178511.728013,-131892.201539,-23184.647895,-14059.279884,122.426885,31.444354,0.000000,0.000000,-0.248669,-0.065190,-30.193610,-0.717858,-0.036333,0.035810,-5.459192,0.263872,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.800000,2167.206164,186.138970,4602.002832,4.794513,0.436800,118.370306,-28.991033,25.109277,-27.112076,17.442214,-3.407294,221.614653,-13.152916,1.239325,-3.940164,1612.179411,-13.152916,1.239325,-3.940164,1612.179411,186.263668,68.313125,-101.116101,-27.146673,20.140763,-0.011244,-0.161903,-2.502825,0.473429,0.607737,-2.918452,-2637.471821,-14763.676289,-228228.254878,138464.494959,-71522.654883,54509.946753,122.426956,31.444523,0.000000,0.000000,-0.368226,-0.059882,-30.458903,-1.221915,-0.063944,0.036780,-5.451233,0.269178,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
10.900000,2185.832530,192.970283,4591.891222,5.811334,0.704352,114.698022,-29.465727,27.073060,35.042362,12.159554,1.818071,221.844840,13.412545,2.721304,0.227559,477.743927,13.412545,2.721304,0.227559,477.743927,184.595492,70.066945,-102.919977,-27.640850,20.785269,-0.023175,0.006135,-2.835120,0.468728,0.797140,-3.198909,-2590.990285,559.417230,-258529.713920,-161407.048877,-93507.068015,-12460.264069,122.427028,31.444691,0.000000,0.000000,-0.461806,-0.052407,-30.629813,-1.040373,-0.079099,0.037796,-5.542492,0.192112,0.019162,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
3.340022,6329.035422,-21.500000,-6.603016,3.340022,6329.035422,208.171828,-5.418730,-34.256281,-9.383020,-1.491077,-0.088554,-0.071827,-0.671986,0.044209,0.281851,0.253911,-14404.156642,-6549.806440,-61277.230855,168396.248715,79407.478761,19322.865505,122.424829,31.445046,0.000000,0.000000,-0.085550,-0.069559,-29.841942,-0.049690,0.010832,0.034449,-5.469742,0.256839,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.100000,2246.070476,-16.842166,4720.814669,1.685962,0.084772,25.171704,-7.8652421.500000,-0.784812,3.733621,61966.379114,21.500000,-0.784812,3.733621,61966.379114,194.322137,-64.868567,-26.861048,-7.505312,-18.460028,0.600108,0.174922,-1.256258,0.703763,-0.756138,-0.906425,-7243.547007,15950.867785,-114555.967741,-242397.831776,-24357.481098,-58518.987622,122.422652,31.444795,0.000000,0.000000,-0.178449,-0.066992,-29.966451,-0.286257,-0.047293,0.035014,-5.466006,0.259329,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.100000,2216.806185,-229.946956,4890.288316,3.594822,-0.670882,-56.234348,-5.119186,-21.477704,22.715396,11.628325,-5.388860,206.309563,21.500000,4.226711,-3.508209,52308.866875,21.500000,4.226711,-3.508209,52308.866875,196.630541,-67.090865,-27.975630,-7.793331,-18.839778,0.492199,0.082252,-1.800765,0.581426,-0.745750,-1.247184,-7426.123751,7500.444252,-164208.603906,-194799.789570,-96188.908524,-16460.371276,122.422584,31.444970,0.000000,0.000000,-0.318818,-0.063446,-30.218964,-0.766032,-0.098129,0.035980,-5.458431,0.264379,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.300000,2257.975122,-29.510529,5080.927650,9.238879,-0.417081,32.944002,14.011306,10.317465,20.955809,10.703971,2.323125,197.322316,4.657489,-0.740704,2.924975,832.108098,4.657489,-0.740704,2.924975,832.108098,196.682614,16.941681,22.267000,6.479391,4.923144,0.061310,0.080312,-2.822572,-0.180803,0.607951,-2.008337,4758.676977,7323.518814,-257385.417688,-31450.236964,-28577.030534,-23615.629559,122.424690,31.445340,0.000000,0.000000,-0.684055,-0.029650,-31.178220,0.056441,-0.037455,0.041153,-5.933232,-0.136932,0.019848,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.400000,2277.643383,-27.816361,5083.154350,9.769836,-0.136782,35.245748,14.768379,11.136482,6.750723,8.608564,0.232429,196.825859,1.732064,2.143695,0.425102,90.899646,1.732064,2.143695,0.425102,90.899646,195.455606,18.350905,23.436753,6.838637,5.363654,0.041132,0.020600,-3.012621,-0.213780,0.578620,-2.222916,3659.850954,1878.451437,-274715.677815,-12074.267182,-63842.457037,-4989.887581,122.424708,31.445517,0.000000,0.000000,-0.753606,-0.025753,-31.263173,0.226348,-0.067859,0.041801,-5.993761,-0.187904,0.019954,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.500000,2297.188944,-25.981270,5085.498025,10.018113,0.120415,36.062144,15.454919,11.676263,1.334230,3.776006,-0.260554,196.247266,0.283059,3.044417,-0.409827,23.693675,0.283059,3.044417,-0.409827,23.693675,194.214968,19.899500,24.733650,7.240420,5.850179,0.030385,-0.011480,-3.003946,-0.236095,0.555897,-2.224797,2747.027707,-1046.841307,-273924.590980,-3822.010763,-68940.719724,3084.112502,122.424727,31.445694,0.045284,0.045284,-0.781450,-0.023770,-31.295652,0.285147,-0.077555,0.042272,-6.022463,-0.207935,0.020072,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.600000,2316.610441,-23.991320,5087.971390,9.780368,0.329322,36.252059,15.775344,11.885858,-0.346435,-1.444432,-0.086588,195.640321,-21.500000,4.962806,-0.730312,33779.648011,-21.500000,4.962806,-0.730312,33779.648011,193.044842,21.443074,26.027093,7.645033,6.338329,0.372584,-0.088590,-2.903279,0.100718,0.480476,-2.127229,195.624155,-8078.382012,-264744.952371,128488.086538,-86538.934463,24570.483372,122.424748,31.445868,0.000000,0.000000,-0.782991,-0.024938,-31.264858,0.229718,-0.099203,0.042031,-5.994962,-0.188915,0.019956,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.700000,2335.914925,-21.847013,5090.574099,9.029327,0.470714,36.191406,15.663895,11.789899,57.096144,-7.996625,2.452244,195.385694,1.614789,3.096745,1.252195,3957.649943,1.614789,3.096745,1.252195,3957.649943,192.291330,22.946357,27.385001,8.057028,6.804996,0.048570,0.003310,-2.528027,-0.221424,0.571865,-1.750950,471.384630,301.790561,-230526.411990,-36833.326378,-52191.984462,-3157.901659,122.424771,31.446042,0.000000,0.000000,-0.707896,-0.030059,-31.144692,-0.010615,-0.079439,0.041286,-5.909343,-0.116815,0.019806,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.800000,2355.144058,-19.552377,5093.312599,7.695777,1.290431,41.812132,14.888943,11.466098,40.660557,-11.813533,2.570449,194.906083,6.524010,1.634149,-0.263639,506.438221,6.524010,1.634149,-0.263639,506.438221,191.937352,24.473932,28.080902,8.283661,7.266572,0.002444,-0.057198,-2.058330,-0.254502,0.587109,-1.338019,-283.565177,-5215.780888,-187695.523034,-71463.219035,-26745.859095,7408.782579,122.424795,31.446216,0.000000,0.000000,-0.591844,-0.037281,-30.931324,-0.437351,-0.065045,0.040008,-5.757318,0.011205,0.019539,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
11.900000,2374.337793,-17.104984,5096.120690,6.050909,1.752856,45.717205,13.858016,10.814221,8.875654,-13.713952,3.188193,194.495526,-16.709682,-2.931335,-0.625206,28196.214508,-16.709682,-2.931335,-0.625206,28196.214508,191.323280,25.804178,28.369177,8.387101,7.681252,0.277726,-0.154633,-1.450909,0.038209,0.540432,-0.773031,-2870.891165,-14100.672988,-132305.850429,99549.122467,32771.788648,35196.770339,122.424820,31.446389,0.000000,0.000000,-0.423766,-0.046949,-30.668145,-0.963709,-0.019323,0.038048,-5.569804,0.169113,0.019210,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.000000,2393.470121,-14.524566,5098.957607,4.428712,1.686522,46.424492,12.676279,10.026277,53.545751,-11.187331,6.397689,194.468634,-21.500000,-9.027851,2.341988,10557.967788,-21.500000,-9.027851,2.341988,10557.967788,190.942497,26.706841,28.450374,8.412451,7.962221,0.022105,-0.123251,-0.929983,-0.197337,0.583557,-0.257475,-8542.229862,-11239.011119,-84803.549113,120391.377503,103526.148867,25580.886842,122.424847,31.446561,0.000000,0.000000,-0.256396,-0.056432,-30.385742,-1.082910,0.040723,0.036359,-5.453428,0.267715,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.100000,2457.552946,50.654568,4855.551619,2.613820,0.523808,91.462417,-7.280298,12.308552,20.717287,3.319060,0.363048,206.705769,-10.404034,0.248035,-0.720873,16265.721676,-10.404034,0.248035,-0.720873,16265.721676,202.744165,34.503529,-27.914241,-7.761127,9.658213,0.102511,-0.087448,-1.206057,0.229235,0.904167,-1.231373,-6917.920399,-7974.211629,-109978.264398,71240.971330,-26411.484280,25919.326232,122.425532,31.447138,0.000000,0.000000,-0.206942,-0.066336,-30.022764,-0.393251,-0.057262,0.035135,-5.464317,0.260455,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.200000,2477.827362,54.104920,4852.760195,2.589414,0.828533,93.493265,-7.330951,12.641494,52.653723,1.318763,2.507794,206.883963,14.875345,0.616617,0.599948,3627.593017,14.875345,0.616617,0.599948,3627.593017,202.332039,35.606573,-28.845159,-8.014676,9.980768,-0.040779,0.000063,-1.179555,0.086821,0.990046,-1.239988,-7346.151933,5.771225,-107561.598929,-160723.477874,-29326.299228,-14227.708985,122.425569,31.447321,0.000000,0.000000,-0.209490,-0.065634,-30.017883,-0.383977,-0.061263,0.035115,-5.464463,0.260358,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.300000,2498.060566,57.665578,4849.875679,2.307366,1.085465,98.744178,-7.594226,12.746727,-19.086965,-0.765262,0.349428,206.928510,-10.542458,0.575076,-1.856445,548.143423,-10.542458,0.575076,-1.856445,548.143423,202.233829,36.662786,-30.018226,-8.341083,10.275499,-0.081447,-0.141771,-1.061496,0.050710,0.837937,-1.212185,-7975.124844,-12927.827258,-96795.946877,90198.725073,-25812.193749,38012.318603,122.425606,31.447503,0.000000,0.000000,-0.189957,-0.065951,-29.961473,-0.276799,-0.061385,0.034912,-5.466156,0.259229,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.400000,2518.384928,-16.520351,4678.030816,2.428293,0.632538,50.128297,-6.427613,3.632610,-8.397740,-2.274340,4.119593,211.946059,-3.864155,-1.259544,2.442558,1320.326128,-3.864155,-1.259544,2.442558,1320.326128,209.992912,7.916184,-31.284256,-8.488147,2.158879,-0.083638,-0.029224,-1.076626,0.028310,0.733434,-0.439585,-8947.160804,-2664.859658,-98175.673360,40644.420194,2213.166689,-2413.827962,122.424826,31.447687,0.000000,0.000000,-0.181076,-0.066647,-29.985659,-0.322751,-0.042212,0.034997,-5.465430,0.259713,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.5082.873414,-3.223224,-25.805322,-4.848295,-7.653064,-6.804664,207.052945,-21.500000,-4.296287,-5.432943,39590.011576,-21.500000,-4.296287,-5.432943,39590.011576,198.453896,-59.334712,-16.910465,-4.684689,-16.645869,0.453630,-0.116735,-2.691685,0.509856,-1.107439,-2.567819,1775.708073,-10644.827120,-245450.057428,150147.957308,43603.581753,50873.500693,122.423212,31.447811,0.000000,0.000000,-0.650225,-0.029607,-31.179112,0.058226,-0.002340,0.041188,-5.933868,-0.137468,0.019849,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.500000,2552.023799,-176.081323,4904.663533,7.765458,-0.053360,-83.401405,-3.990813,-25.124982,62.363345,-4.295647,-2.400547,207.148792,16.843953,-1.975750,-2.105937,7492.461080,16.843953,-1.975750,-2.105937,7492.461080,197.417904,-61.825620,-17.725482,-4.908736,-17.389058,0.092196,0.050244,-2.431103,0.161792,-0.940722,-2.316469,914.706001,4581.701811,-221688.084153,-164604.315670,9281.957240,-6995.043193,122.423150,31.447989,0.000000,0.000000,-0.560817,-0.040491,-30.942473,-0.415054,-0.026804,0.039808,-5.765262,0.004516,0.019553,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.600000,2571.765589,-182.263885,4902.890985,6.712971,0.771219,-77.196050,-4.299507,-24.741400,-11.082650,-3.963060,-3.669091,207.000059,-21.500000,-1.046160,-4.844620,55812.452040,-21.500000,-1.046160,-4.844620,55812.452040,196.979391,-63.998041,-18.127771,-5.024042,-17.998831,0.609416,-0.193447,-2.158966,0.684387,-1.165837,-1.937974,-240.825444,-17640.104349,-196872.329291,162658.376135,-2603.901890,61746.345560,122.423085,31.448167,0.000000,0.000000,-0.489421,-0.045768,-30.774075,-0.751849,-0.037462,0.038803,-5.645279,0.105555,0.019343,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
49,-0.869148,13381.862050,197.901220,-38.908939,-39.171671,-11.032534,-11.122932,-0.013987,0.127960,-0.425074,0.176094,-0.630930,-1.047935,-14657.305538,11668.456720,-38761.790182,-163269.733794,67280.861253,-37904.064720,122.423020,31.447857,0.000000,0.000000,-0.031341,-0.071274,-29.674784,0.267911,0.005457,0.033890,-5.474756,0.253496,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.800000,2557.095461,-192.369253,4938.740871,0.615491,-0.692791,-130.853519,-11.193520,-12.168597,-87.526073,5.653113,-6.328142,204.860636,-17.471012,-3.145629,-4.309746,2859.450761,-17.471012,-3.145629,-4.309746,2859.450761,197.505469,-39.220647,-40.285421,-11.341007,-11.231683,-0.109219,-0.048943,-0.556907,0.084904,-0.790939,-1.198591,-12818.978912,-4463.016198,-50783.382704,188773.595636,19233.846231,41043.656812,122.422979,31.448035,0.000000,0.000000,-0.040184,-0.072152,-29.623098,0.366114,-0.026467,0.033680,-5.476307,0.252462,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
12.900000,2576.846008,-196.291318,4934.712329,0.745355,-0.371275,-139.603825,-12.038453,-12.116544,-3.073120,7.803800,-1.630205,204.941130,-21.500000,-2.783258,-0.724634,36661.450248,-21.500000,-2.783258,-0.724634,36661.450248,198.206101,-39.729507,-41.901069,-11.797549,-11.334470,0.267557,-0.063494,-0.644510,0.476125,-0.697310,-1.389343,-12263.408167,-5789.883461,-58771.746510,177137.497017,11461.157055,34604.001773,122.422938,31.448213,0.000000,0.000000,-0.051965,-0.072301,-29.649071,0.316765,-0.029885,0.033734,-5.475528,0.252981,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
