time,npos,epos,h,alpha,beta,phi,theta,psi,p,q,r,TAS,ail,ele,rud,thrust,ail_cmd,ele_cmd,rud_cmd,thrust_cmd,vn,ve,vh,mu,chi,nx,ny,nz,nx_ref,ny_ref,nz_ref,Fx,Fy,Fz,Mx,My,Mz,lon,lat,lef,lef_cmd,Cz,delta_Cz_lef,Czq,delta_Czq_lef,Cm,delta_Cm_lef,Cmq,delta_Cmq_lef,delta_Cm,delta_Cm_ds,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
19.500000,3415.310552,1625.536102,4671.023401,2.426144,-0.017938,125.918626,-25.768523,50.630841,0.917766,-1.207668,0.769048,210.028327,2.576638,-5.644762,0.710081,12013.276174,2.576638,-5.644762,0.710081,12013.276174,127.274748,143.789462,-86.764363,-24.400219,48.486463,-0.001432,0.022083,-0.916678,0.433304,0.751401,-1.444977,-12143.894813,2013.705239,-83590.283398,-22153.492020,65572.038791,-8808.576529,122.442080,31.455766,0.000000,0.000000,-0.143189,-0.068171,-29.985229,-0.321935,0.002289,0.034995,-5.465443,0.259705,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.600000,3428.038027,1639.915048,4662.346965,1.913663,0.110872,126.079482,-25.759752,50.472057,-9.016840,3.758252,0.025960,210.394108,-2.293648,-4.091334,-0.132501,3023.590533,-2.293648,-4.091334,-0.132501,3023.590533,126.398379,143.864505,-88.129082,-24.763657,48.697679,-0.097869,-0.019153,-0.922684,0.336729,0.708732,-1.453067,-11948.136237,-1746.567452,-84137.913359,25109.832663,36679.347995,5561.867658,122.442231,31.455881,0.000000,0.000000,-0.121010,-0.069404,-29.882733,-0.127192,-0.014372,0.034597,-5.468518,0.257655,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.700000,3440.677865,1654.301498,4653.534057,1.899968,0.267739,125.029869,-25.980479,50.810311,2.212438,6.532517,0.616616,210.678807,1.759232,-2.870033,0.019476,512.392682,1.759232,-2.870033,0.019476,512.392682,125.520288,144.001289,-89.471760,-25.130616,48.922612,-0.114151,-0.013738,-1.021625,0.323914,0.722364,-1.537621,-10921.614749,-1252.788457,-93160.185305,-18903.731096,14831.921469,343.035609,122.442383,31.455995,0.000000,0.000000,-0.130687,-0.069107,-29.879994,-0.121988,-0.026828,0.034592,-5.468600,0.257600,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.800000,3453.229894,1668.701627,4644.586881,2.139132,0.406070,125.005339,-26.405937,51.367233,-6.216051,7.657654,0.489796,210.950211,-2.149608,-1.816238,-0.371324,153.314171,-2.149608,-1.816238,-0.371324,153.314171,124.595829,144.182465,-90.870564,-25.516298,49.167938,-0.102558,-0.045500,-1.157989,0.342170,0.688138,-1.671790,-9505.368232,-4149.081469,-105594.976082,19867.202103,-2655.451110,10520.877343,122.442534,31.456108,0.000000,0.000000,-0.156282,-0.068083,-29.927826,-0.212870,-0.037101,0.034777,-5.467165,0.258557,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.900000,3465.689477,1683.119874,4635.499825,2.460628,0.516896,124.081076,-26.880559,52.041940,2.705208,7.450316,1.394116,211.229541,1.236347,-0.933610,0.220911,45.407094,1.236347,-0.933610,0.220911,45.407094,123.580019,144.459401,-92.337440,-25.921712,49.454157,-0.088388,-0.032580,-1.287109,0.363744,0.706174,-1.786927,-8105.379832,-2970.926067,-117369.204287,-16052.147139,-15924.838080,2970.522432,122.442685,31.456220,0.000000,0.000000,-0.185932,-0.066830,-29.992126,-0.335038,-0.045451,0.035021,-5.465236,0.259843,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.000000,3478.047479,1697.565814,4626.266081,2.723862,0.576548,124.075230,-27.413543,52.647694,-4.442263,6.250733,1.455722,211.517257,-1.917669,-0.284426,0.157053,8.793162,-1.917669,-0.284426,0.157053,8.793162,122.478330,144.777932,-93.870856,-26.346437,49.769656,-0.077658,-0.050622,-1.371526,0.382752,0.684668,-1.868891,-7090.254079,-4616.091285,-125067.114519,16491.541895,-24345.553793,8846.139000,122.442837,31.456331,0.000000,0.000000,-0.209472,-0.065854,-30.044772,-0.435068,-0.051525,0.035217,-5.463657,0.260895,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.100000,3490.295312,1712.043607,4616.878995,2.852355,0.591248,123.401013,-27.881793,53.143253,2.956476,4.396045,2.198633,211.812094,-21.500000,-3.526320,0.796273,69436.443119,-21.500000,-3.526320,0.796273,69436.443119,121.306629,145.139586,-95.436097,-26.780237,50.111363,0.658143,-0.121260,-1.255163,1.125792,0.616665,-1.741754,-9421.555814,-11057.484215,-114456.110831,193183.372796,27093.770255,35461.891164,122.442989,31.456442,0.000000,0.000000,-0.191092,-0.065410,-30.070471,-0.483895,-0.018398,0.035312,-5.462886,0.261409,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.200000,3502.425975,1726.557566,4607.335385,2.812246,0.547212,123.565692,-28.307717,53.421389,89.299662,6.458208,5.900377,212.836409,21.500000,-3.017738,4.215915,33887.613369,21.500000,-3.017738,4.215915,33887.613369,120.592485,146.015114,-97.228987,-27.182418,50.447026,0.271705,0.104715,-1.317044,0.745912,0.838322,-1.803818,-9111.267896,9548.820965,-120098.928380,-250867.408075,16818.124062,-52733.739515,122.443142,31.456551,0.000000,0.000000,-0.192551,-0.065655,-30.062449,-0.468653,-0.023631,0.035283,-5.463126,0.261249,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.300000,3514.485223,1741.159077,4597.612487,2.887101,0.615778,132.398206,-29.167643,53.587308,-22.911276,8.370982,-0.117464,213.488357,2.985646,-0.444272,-1.337274,4053.316489,2.985646,-0.444272,-1.337274,4053.316489,120.500388,147.284186,-99.676429,-27.832866,50.711724,-0.030872,-0.057032,-1.486853,0.456495,0.587803,-2.075632,-6868.480325,-5200.693091,-135583.509137,-21010.038560,-25411.387808,11226.892368,122.443295,31.456660,0.000000,0.000000,-0.219325,-0.065234,-30.077420,-0.497098,-0.049583,0.035338,-5.462677,0.261548,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.400000,3526.535262,1755.887496,4587.644844,3.195928,0.666916,129.743628,-29.709322,54.321575,-32.206311,6.435368,0.735505,213.842071,-7.620154,0.347018,-0.671877,986.226802,-7.620154,0.347018,-0.671877,986.226802,119.034976,147.264445,-101.273032,-28.267452,51.051126,-0.057639,-0.095254,-1.584230,0.437961,0.572586,-2.139541,-6242.251072,-8686.077208,-144463.197570,85332.287260,-35711.952786,24014.444476,122.443450,31.456768,0.000000,0.000000,-0.248011,-0.064106,-30.139186,-0.614453,-0.057204,0.035565,-5.460824,0.262784,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.500000,3538.438759,1770.613940,4577.517541,3.308260,0.564175,126.255068,-30.163676,54.854747,5.979961,3.659920,3.203468,214.162483,-21.500000,-2.072867,1.754772,53187.017178,-21.500000,-2.072867,1.754772,53187.017178,117.588045,147.487082,-102.919328,-28.722411,51.435453,0.501034,-0.106505,-1.472690,1.003506,0.590696,-1.983995,-7498.599153,-9712.017734,-134292.084238,199243.136782,5898.117825,28945.124240,122.443605,31.456875,0.000000,0.000000,-0.234563,-0.064053,-30.161652,-0.657139,-0.032263,0.035653,-5.460150,0.263233,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
1.422425,-0.034394,0.034311,-4.933485,0.947735,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
699,-1.714963,2.270885,94.974129,4.780699,-1.714963,2.270885,94.974129,196.819035,86.327051,-79.029461,-20.285870,23.682799,-0.197074,0.025734,-0.171036,0.142020,0.958178,-0.295790,-18065.796593,2346.663129,-15596.461454,-67822.781342,15938.253239,-21602.925630,122.428796,31.463055,0.000000,0.000000,0.024219,-0.070711,-29.500000,0.945138,-0.044280,0.033475,-5.250650,0.542811,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.700000,4244.020738,369.864578,4274.468288,-1.043703,0.190380,100.429307,-20.073458,22.662622,-3.918585,-2.679129,1.400614,228.093388,-11.259403,2.499933,0.892003,23831.295713,-11.259403,2.499933,0.892003,23831.295713,196.311153,86.261676,-79.942895,-20.516871,23.721312,0.056598,-0.062537,-0.216064,0.399823,0.861199,-0.386090,-18670.204735,-5702.681803,-19702.497482,128714.372767,-64069.068305,21172.106401,122.428887,31.463233,0.000000,0.000000,0.017987,-0.067315,-29.500000,1.247096,-0.088917,0.033721,-5.049995,0.798988,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.800000,420000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.800000,3916.840431,-422.350536,5237.223588,1.244884,0.075563,67.652918,-10.257329,2.830956,28.933812,-3.873517,0.769435,186.625185,9.971788,-1.762650,0.551149,7675.020151,9.971788,-1.762650,0.551149,7675.020151,184.076503,5.424919,-35.124781,-10.848357,1.688076,-0.010776,0.027344,-0.476234,0.167293,0.937459,-0.102094,-8657.704240,2493.414062,-43426.932944,-78418.163523,9762.391895,-12715.762803,122.420562,31.460283,0.000000,0.000000,-0.094949,-0.071382,-29.748977,0.126944,-0.039326,0.034077,-5.472531,0.254980,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.900000,3935.248081,-421.808044,5233.711110,0.822387,0.345023,70.609531,-10.467335,2.490678,-6.109891,-3.122735,-0.483863,186.789136,-0.416320,-1.790341,-1.028642,815.870539,-0.416320,-1.790341,-1.028642,815.870539,183.843987,5.832092,-35.970601,-11.102997,1.816987,-0.093185,-0.030603,-0.398278,0.088490,0.896977,-0.071799,-9313.217633,-2790.632570,-36318.307416,2973.158644,9520.600806,8049.722833,122.420568,31.460449,0.000000,0.000000,-0.066022,-0.072182,-29.664477,0.287493,-0.039880,0.033776,-5.475066,0.253290,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.000000,3953.632480,-421.224835,5230.114050,0.492141,0.655325,70.055675,-10.526909,2.174846,-4.729910,-2.398073,0.052233,186.880858,-0.795599,-1.750728,-1.156143,192.365020,-0.795599,-1.750728,-1.156143,192.365020,183.524597,6.187715,-36.728364,-11.334325,1.931053,-0.105057,-0.051269,-0.341214,0.077640,0.872934,-0.005848,-9772.346337,-4675.140768,-31114.709917,3446.047149,8499.663870,11915.053406,122.420574,31.460614,0.000000,0.000000,-0.044108,-0.072773,-29.598428,0.412987,-0.040963,0.033563,-5.477047,0.251969,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.100000,3971.984939,-420.606063,5226.441214,0.255990,0.908874,69.624182,-10.614496,1.947584,-3.110502,-1.755627,0.860879,186.967157,21.500000,-2.327469,-0.955251,7273.839803,21.500000,-2.327469,-0.955251,7273.839803,183.292986,6.482924,-37.500137,-11.570335,2.025661,-0.034941,0.003246,-0.285206,0.149259,0.924635,0.057013,-10460.093969,296.016264,-26007.398450,-141902.484950,14217.402568,-14433.084594,122.420581,31.460780,0.000000,0.000000,-0.023124,-0.073235,-29.551198,0.502724,-0.035556,0.033422,-5.478464,0.251024,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.200000,3990.314238,-419.957771,5222.691200,0.102426,1.098966,69.338393,-10.756695,1.810932,-66.459944,-0.683929,-1.098558,187.128445,14.644241,-1.915472,-2.923472,1996.430580,14.644241,-1.915472,-2.923472,1996.430580,183.175579,6.746139,-38.363323,-11.830122,2.109182,-0.092504,-0.033730,-0.282043,0.094135,0.885509,0.064605,-10431.690650,-3075.810445,-25718.969001,-68604.506719,8661.244034,1057.907778,122.420588,31.460945,0.000000,0.000000,-0.016519,-0.073547,-29.520485,0.561078,-0.040103,0.033338,-5.479385,0.250410,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.300000,4008.631796,-419.283157,5218.854868,0.180964,1.462536,62.719074,-10.684211,1.702070,-97.031205,-0.041362,-1.561725,187.237702,21.500000,0.939435,-3.977988,36448.510650,21.500000,0.939435,-3.977988,36448.510650,183.662871,7.129747,-39.291345,-12.113410,2.223092,0.294137,-0.039773,-0.392738,0.479533,0.833589,0.057669,-9626.653349,-3626.847890,-35813.136448,-100389.675176,-23269.501729,-575.055738,122.420595,31.461110,0.000000,0.000000,-0.047993,-0.072872,-29.536193,0.531234,-0.069178,0.033445,-5.478914,0.250724,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.400000,4026.998083,-418.570182,5214.925733,0.441955,1.835538,53.047847,-10.554503,1.614278,-141.782783,-1.838225,-2.301825,187.729803,-21.500000,0.260239,-5.297270,10490.437044,-21.500000,0.260239,-5.297270,10490.437044,185.010952,7.696448,-40.326349,-12.404415,2.382129,0.017557,-0.196230,-0.402380,0.200728,0.589387,0.188597,-8889.444607,-17893.898470,-36692.341848,199073.881136,-14108.335624,59307.561442,122.420602,31.461275,0.000000,0.000000,-0.060213,-0.071440,-29.588391,0.432057,-0.061773,0.033671,-5.477348,0.251768,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.500000,4045.499178,-417.800538,5210.893098,0.770255,2.132999,38.968729,-10.516791,1.318842,-52.629339,-2.976504,2.723537,187.948537,-21.500000,4.088519,-1.677578,26420.825157,-21.500000,4.088519,-1.677578,26420.825157,187.220694,8.243515,-41.389831,-12.721894,2.521162,0.173621,-0.195465,-0.574184,0.356145,0.422867,0.190245,-10588.603681,-17824.114011,-52358.838358,157055.148984,-55917.001588,50267.547292,122.420610,31.461442,0.000000,0.000000,-0.118926,-0.070118,-29.654051,0.307303,-0.100787,0.033919,-5.475378,0.253081,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.600000,4064.221248,-416.976186,5206.754115,0.728780,1.916158,33.679024,-10.919203,1.362864,17.743550,-7.535317,6.984747,188.320057,-21.500000,2.348999,2.275837,33322.685446,-21.500000,2.348999,2.275837,33322.685446,186.303666,8.403336,-41.636697,-12.773379,2.582609,0.257263,-0.152326,-0.441632,0.446688,0.392174,0.375460,-9863.298215,-13890.338951,-40271.625076,128177.693041,-31495.643967,32892.419252,122.420619,31.461610,0.000000,0.000000,-0.099481,-0.070205,-29.645756,0.323064,-0.082795,0.033872,-5.475627,0.252915,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.700000,4082.851614,-416.135852,5202.590446,0.029584,1.355144,35.428482,-11.938812,1.514148,75.169962,-9.720418,10.254029,188.778661,-1.076252,0.945025,6.069032,9261.133383,-1.076252,0.945025,6.069032,9261.133383,185.598338,8.521000,-42.028024,-12.863625,2.628659,-0.011165,-0.036694,-0.216117,0.195702,0.530453,0.581097,-10279.260749,-3346.045370,-19707.359760,-28326.379898,-12897.187081,-10773.012696,122.420628,31.461778,0.000000,0.000000,-0.037478,-0.073538,-29.505917,0.588758,-0.069496,0.033324,-5.479823,0.250118,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.800000,4101.411448,-415.283752,5198.387643,-0.945109,0.491651,42.907718,-13.339526,1.699618,62.567873,-9.575179,10.275240,188.985152,11.354980,-0.038203,7.710305,1385.291462,11.354980,-0.038203,7.710305,1385.291462,185.768303,8.856437,-42.868244,-13.110743,2.729489,-0.092896,0.074774,0.036616,0.137825,0.737225,0.749306,-9856.315932,6818.485646,3338.994517,-97473.854641,-2554.479436,-44208.419081,122.420637,31.461945,0.000000,0.000000,0.033656,-0.067750,-29.500000,1.185968,-0.062361,0.033781,-5.090615,0.747127,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
843.854809,-70687.912391,14533.307693,122.413572,31.464075,0.000000,0.000000,-0.290920,-0.063845,-30.208010,-0.745219,-0.075232,0.035926,-5.458760,0.264160,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9202,-22.888002,25.541565,-0.078167,0.219660,-1.328717,0.303163,1.102627,-1.054932,-11923.784136,20030.423745,-121163.372712,-290042.143096,-29251.805041,-81006.832526,122.429978,31.465361,0.000000,0.000000,-0.196487,-0.067648,-29.972461,-0.297677,-0.064857,0.034990,-5.465826,0.259449,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.000000,4499.722276,482.924618,4163.091374,1.213550,-0.167322,80.130076,-22.977098,27.211142,-59.720131,-11.317492,-3.085827,232.268307,-21.500000,-0.742425,-2.479053,1127.597047,-21.500000,-0.742425,-2.479053,1127.597047,193.794653,94.022150,-91.496514,-23.199005,25.880983,-0.152594,-0.131930,-0.757278,0.237769,0.775105,-0.599466,-15042.396173,-12030.471746,-69054.899160,290920.411267,8169.169069,61944.103577,122.430076,31.465536,0.000000,0.000000,-0.101712,-0.071310,-29.742710,0.138851,-0.049833,0.034070,-5.472719,0.254854,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.100000,4519.101741,492.326833,4153.941723,-0.081634,0.204102,74.650714,-22.923018,25.938440,70.369988,-10.499290,2.220351,232.489732,21.500000,-1.994006,1.590111,112.851726,21.500000,-1.994006,1.590111,112.851726,193.487307,94.716264,-91.878973,-23.278188,26.082758,-0.215459,0.102244,-0.214534,0.174035,0.990420,0.029265,-19760.161981,9323.420413,-19562.938555,-300926.922831,32733.194038,-53489.235527,122.430174,31.465711,0.000000,0.000000,-0.002508,-0.0,31.465367,0.000000,0.000000,-0.214058,-0.066962,-30.036472,-0.419296,-0.059843,0.035224,-5.463906,0.260729,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
542,1.414133,-0.214448,40.611059,-3.149559,25.860438,-32.363300,-4.427714,-1.181337,216.706004,-4.781620,-1.275570,-0.634307,183.816639,-4.781620,-1.275570,-0.634307,183.816639,198.158092,91.454606,-15.578339,-4.122376,24.774431,-0.132303,-0.006525,-0.795914,-0.077361,0.643412,-0.037915,-12248.303522,-595.034207,-72577.977260,67988.176519,6565.355947,8707.342577,122.434104,31.465970,0.000000,0.000000,-0.110889,-0.070658,-29.782827,0.062630,-0.044006,0.034232,-5.471515,0.255657,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
9,-1.923411,-13731.097853,14260.108360,-154666.132693,-369292.490973,-50773.103152,-81363.435591,122.420031,31.465744,0.000000,0.000000,-0.145292,-0.069251,-29.844502,-0.054553,-0.058424,0.034465,-5.469665,0.256890,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.200000,4544.729368,-473.857647,3817.098301,2.178318,0.408165,115.086031,-27.017486,-0.014433,-57.191252,6.781189,-3.293048,243.760522,-21.500000,1.144883,-3.780073,30.596906,-21.500000,1.144883,-3.780073,30.596906,220.882771,-9.300941,-109.953302,-26.812419,-2.411189,-0.148684,-0.254971,-1.894028,0.305578,0.551863,-2.271737,-13588.866201,-23250.352147,-172713.133120,323922.333829,-68418.258838,92809.764983,122.420020,31.465942,0.000000,0.000000,-0.186306,-0.067959,-29.935664,-0.227761,-0.067562,0.034807,-5.466930,0.258713,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.300000,4566.817645,-474.787741,3806.102971,2.369924,0.649133,108.973249,-26.966509,0.830759,87.849068,1.816528,5.677237,243.984868,21.500000,1.128476,3.811247,4.566772,21.500000,1.128476,3.811247,4.566772,219.921618,-7.358300,-111.072801,-27.080675,-1.916330,-0.145482,0.127015,-1.857927,0.307987,0.969864,-2.147703,-13270.840139,11582.276884,-169421.158348,-360459.851574,-59828.633490,-71774.927197,122.420010,31.466141,0.000000,0.000000,-0.199614,-0.066792,-29.973985,-0.300571,-0.067078,0.034954,-5.465780,0.259480,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.400000,4588.809807,-475.523571,3794.995691,1.953822,0.669985,117.789122,-27.559171,0.764937,-73.326392,-2.113352,-1.842669,244.214925,-21.500000,0.706664,-2.998373,0.965770,-21.500000,0.706664,-2.998373,0.965770,219.711381,-5.869267,-113.064711,-27.579062,-1.530209,-0.158143,-0.266241,-1.548561,0.304522,0.518048,-1.961880,-14421.715521,-24278.088246,-141210.623887,338700.363706,-42359.280683,89604.503709,122.420002,31.466340,0.000000,0.000000,-0.166604,-0.068074,-29.890764,-0.142452,-0.063389,0.034646,-5.468277,0.257815,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.500000,4610.780945,-476.110497,3783.689220,1.373372,0.724897,110.509760,-27.304476,0.632557,78.269700,-5.259074,6.318874,244.459220,21.500000,-7.536267,4.237193,31631.336152,21.500000,-7.536267,4.237193,31631.336152,219.274841,-4.224905,-114.127584,-27.830493,-1.103817,0.074188,0.119561,-0.719260,0.532907,0.951818,-1.030589,-24866.255836,10902.576970,-65588.033557,-353555.480389,153193.346135,-76085.150689,122.419996,31.466537,0.000000,0.000000,-0.054494,-0.069832,-29.774674,0.078119,0.019746,0.034220,-5.471760,0.255493,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.600000,4632.708429,-476.532988,3772.276461,0.507584,0.500291,118.727911,-27.659820,-0.203005,-79.827038,6.981991,-0.708802,244.974533,-21.500000,-7.016746,-1.638505,65041.241745,-21.500000,-7.016746,-1.638505,65041.241745,219.061302,-3.741113,-115.771032,-28.202158,-0.978398,0.416903,-0.208347,-0.667399,0.881124,0.568351,-1.093121,-27024.585353,-18998.777035,-60858.951995,352264.027477,121895.940377,74801.434834,122.419992,31.466735,0.000000,0.000000,0.001529,-0.072926,-29.601517,0.407118,0.013002,0.033556,-5.476954,0.252030,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.700000,4654.614559,-476.907099,3760.699358,1.021756,0.631148,110.389814,-27.885516,0.547904,77.689874,16.110444,7.466315,245.839503,-21.500000,-1.592128,5.457388,24001.973206,-21.500000,-1.592128,5.457388,24001.973206,219.373817,-3.014458,-117.218337,-28.477160,-0.787263,0.065621,-0.119500,-1.471189,0.533327,0.709003,-1.779139,-18018.124904,-10897.014273,-134155.165601,244858.548164,-20771.017958,20597.381595,122.419988,31.466932,0.000000,0.000000,-0.081799,-0.071121,-29.704351,0.211733,-0.041557,0.033953,-5.473869,0.254087,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.800000,4676.551941,-477.208545,3748.977524,2.137324,0.186226,117.529059,-29.222085,1.878764,186.874507,15.326456,8.938168,246.344586,21.500000,1.191430,7.689000,6854.144586,21.500000,1.191430,7.689000,6854.144586,219.318474,-1.429269,-118.491387,-28.750639,-0.373383,-0.074934,0.260356,-2.156625,0.413262,1.034276,-2.560001,-13687.236579,23741.368505,-196658.915133,-433866.575151,-86918.915914,-116599.748303,122.419985,31.467130,0.000000,0.000000,-0.183723,-0.068590,-29.927465,-0.212183,-0.068096,0.034771,-5.467176,0.258549,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
703490,0.990542,-1.239685,-18326.179916,7615.955162,-106102.556331,-330351.140484,84942.343223,-60239.340240,122.431078,31.467289,0.000000,0.000000,-0.103957,-0.067960,-29.872592,-0.107924,0.002552,0.034586,-5.468822,0.257452,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.100000,4713.441288,588.042632,4056.907479,1.871199,0.780749,103.375199,-25.125453,29.418395,-60.296200,11.472811,-0.832465,237.358990,21.500000,-6.301297,-2.310718,8400.889913,21.500000,-6.301297,-2.310718,8400.889913,192.549671,98.967931,-102.965301,-25.708685,27.202552,-0.112014,-0.002524,-1.313833,0.312588,0.878299,-1.523271,-18615.263526,-230.151109,-119806.111403,-235896.094682,84921.037090,-17554.243701,122.431180,31.467462,0.000000,0.000000,-0.099848,-0.068103,-29.874240,-0.111056,0.008028,0.034589,-5.468773,0.257485,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.200000,4732.696255,597.939425,4046.610949,2.737141,0.876256,96.800732,-25.244526,30.683446,-165.586723,17.875071,-2.760170,237.632611,-21.500000,0.030495,-4.236666,1390.286040,-21.500000,0.030495,-4.236666,1390.286040,191.433935,99.868557,-104.182518,-26.003015,27.550455,-0.079423,-0.289764,-2.160975,0.347059,0.608368,-2.268082,-8632.770171,-26423.055486,-197055.537308,374532.283885,-58104.606352,92085.223443,122.431284,31.467635,0.000000,0.000000,-0.213383,-0.065021,-30.047428,-0.440114,-0.054739,0.035223,-5.463577,0.260949,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.300000,4751.839648,607.926281,4036.192697,4.237715,0.506104,79.502265,-24.913840,32.629217,1.920090,13.400103,9.807125,237.879313,-21.500000,3.193412,7.814205,52325.659818,-21.500000,3.193412,7.814205,52325.659818,193.447044,103.252287,-107.494191,-26.864714,28.091053,0.486596,-0.011801,-2.913679,0.907851,0.879961,-2.748437,-7953.783617,-1076.125837,-265693.352525,286535.919529,-124135.640369,-18395.318405,122.431389,31.467808,0.000000,0.000000,-0.352745,-0.061341,-30.347543,-1.010332,-0.086314,0.036353,-5.454574,0.266951,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.400000,4771.184353,618.251510,4025.443278,4.912719,-0.245710,78.983578,-25.631031,34.296187,129.337609,4.035658,10.521553,238.587332,21.500000,3.879933,9.960818,31627.022807,21.500000,3.879933,9.960818,31627.022807,190.415482,104.970716,-107.120794,-26.678221,28.866716,0.262723,0.379668,-3.055284,0.695297,1.264652,-2.882997,-7669.788394,34621.286829,-278606.040813,-341110.353697,-126375.736670,-138266.656814,122.431498,31.467982,0.000000,0.000000,-0.408460,-0.060634,-30.482544,-1.266833,-0.092787,0.036957,-5.450523,0.269651,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
23.500000,4790.225901,628.748581,4014.731199,4.681715,0.115329,91.664947,-26.643540,34.838014,-23.700033,-3.762020,-1.789916,239.026290,6.047523,3.424332,-1.776483,6311.708578,6.047523,3.424332,-1.776483,6311.708578,190.132846,108.021211,-109.156570,-27.172553,29.602443,-0.025323,-0.020149,-2.748098,365833,-9.462756,1.295013,-21.500000,4.365833,-9.462756,1.295013,77.159692,-102.884921,-263.327686,-68.348893,-53.131527,-0.344381,-0.364410,-3.624475,0.558970,-0.656361,-3.938674,-31404.755941,-33229.893651,-330509.567912,600923.819366,-284475.758758,208860.931175,122.408509,31.459768,0.000000,0.000000,-0.165302,-0.069870,-29.783456,0.061433,-0.102430,0.034294,-5.471496,0.255669,0.019000,0.000000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
