rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,model/extractor_type,time/total_timesteps,time/iterations,model/parameters,train/learning_rate,train/value_loss,train/loss,train/entropy_loss,train/n_updates,train/clip_range,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_range_vf,train/clip_fraction,eval/mean_reward,eval/mean_ep_length,eval/success_rate,eval/seq_prediction_mse,eval/best_seq_prediction_mse
0.0,-216.75927734375,130.64,198,350,,69632,17,,9.8754816e-05,1.3023331589211011,0.07543368637561798,-4.256815433502197,64,0.19868928000000002,0.27372413873672485,0.012577695,0.00676646594547492,0.740818202495575,0.2,0.18487548828125,,,,,
0.0,-217.04833984375,129.79,207,355,,73728,18,,9.867699200000001e-05,1.2388723133481108,0.7845471501350403,-4.256815433502197,68,0.19860736,0.21773672103881836,0.015582113,0.004456630844288156,0.740818202495575,0.2,0.20965576171875,,,,,
0.0,-218.4895477294922,135.75,215,361,,77824,19,,9.8599168e-05,1.7309775786707178,0.5278578996658325,-4.256815433502197,72,0.19852544,0.18786776065826416,0.013063068,0.003954731993871974,0.740818202495575,0.2,0.1925048828125,,,,,
,,,,,,80000,,,9.8521344e-05,0.8891178423073143,0.7046851515769958,-4.256815433502197,76,0.19844352,0.2483704686164856,0.011387566,0.0033092322846641764,0.740818202495575,0.2,0.135009765625,-220.11410522460938,139.3,0.0,,
0.0,-217.92416381835938,135.27,240,340,,81920,20,,,,,,,,,,,,,,,,,1.16545627117157,
0.0,-219.0568389892578,137.42,248,345,,86016,21,,9.844352000000002e-05,1.5282443646865431,0.6580598950386047,-4.256815433502197,80,0.19836160000000003,0.1961054801940918,0.015112892,0.0073037732545344625,0.740818202495575,0.2,0.16937255859375,,,,,
0.01,-220.7148895263672,151.01,256,350,,90112,22,,9.836569600000001e-05,0.9403694537177216,0.825609028339386,-4.256815433502197,84,0.19827968,0.36346763372421265,0.012645641,0.004223511969030369,0.740818202495575,0.2,0.1617431640625,,,,,
0.01,-218.55838012695312,140.5,265,355,,94208,23,,9.8287872e-05,1.0336590080987662,0.42454293370246887,-4.256815433502197,88,0.19819776,0.31764674186706543,0.01736492,0.009030677258124342,0.740818202495575,0.2,0.2127685546875,,,,,
0.02,-217.61109924316406,144.56,273,360,,98304,24,,9.821004800000001e-05,1.3188469303277088,0.6312026977539062,-4.256815433502197,92,0.19811584000000002,0.10729444026947021,0.009579932,0.006982792940107174,0.740818202495575,0.2,0.16119384765625,,,,,
,,,,,,100000,,,9.8132224e-05,1.2836740649945568,0.03570888936519623,-4.256815433502197,96,0.19803392,0.21681249141693115,0.009929545,0.0060122478716948535,0.740818202495575,0.2,0.14361572265625,-226.827392578125,177.4,0.0,,
0.02,-213.85643005371094,131.25,302,338,,102400,25,,,,,,,,,,,,,,,,,1.2366573810577393,
0.02,-221.9278106689453,158.69,310,342,,106496,26,,9.80544e-05,0.913375569623895,0.09852460026741028,-4.256815433502197,100,0.19795200000000002,0.4151805639266968,0.011338182,0.006314888974884525,0.740818202495575,0.2,0.1617431640625,,,,,
0.02,-217.69561767578125,151.19,318,346,,110592,27,,9.797657600000001e-05,0.6461366198782343,0.3109397292137146,-4.256815433502197,104,0.19787008,0.4090644121170044,0.0129072415,0.00618233015484293,0.740818202495575,0.2,0.150634765625,,,,,
0.01,-217.7829132080078,148.09,326,350,,114688,28,,9.789875200000001e-05,1.3089685180457309,0.1425992250442505,-4.256815433502197,108,0.19778816000000002,0.28571075201034546,0.009755941,0.003933282041543862,0.740818202495575,0.2,0.1348876953125,,,,,
0.01,-213.21409606933594,135.18,334,354,,118784,29,,9.7820928e-05,1.0874579028604785,0.41441017389297485,-4.256815433502197,112,0.19770624,0.3483547568321228,0.0099380575,0.005047297352575697,0.740818202495575,0.2,0.14593505859375,,,,,
,,,,,,120000,,,9.774310400000001e-05,1.3574682401376776,0.6198697686195374,-4.256815433502197,116,0.19762432000000002,0.3742637038230896,0.010093773,0.0018207856410299428,0.740818202495575,0.2,0.1597900390625,-218.0258331298828,133.0,0.0,,
0.01,-209.8996124267578,131.96,360,340,,122880,30,,,,,,,,,,,,,,,,,1.2372317552566527,
0.0,-209.74984741210938,128.26,369,343,,126976,31,,9.766528e-05,0.9610864641144872,0.42603981494903564,-4.256815433502197,120,0.1975424,0.3960856795310974,0.010112757,0.006817472924012691,0.740818202495575,0.2,0.1553955078125,,,,,
0.0,-209.82058715820312,123.81,378,346,,131072,32,,9.7587456e-05,1.5587785521347541,1.3069981336593628,-4.256815433502197,124,0.19746048000000002,0.2930774688720703,0.009226734,0.005738670432037907,0.740818202495575,0.2,0.158447265625,,,,,
0.0,-205.4683837890625,109.15,387,348,,135168,33,,9.750963200000001e-05,1.5699300373671576,0.2204674780368805,-4.256815433502197,128,0.19737856,0.18256676197052002,0.009422035,0.005922877204284305,0.740818202495575,0.2,0.135498046875,,,,,
0.0,-209.68577575683594,119.44,395,351,,139264,34,,9.7431808e-05,1.5597728842112701,1.111598014831543,-4.256815433502197,132,0.19729664000000002,0.2823445200920105,0.012912533,0.0033402346380171366,0.740818202495575,0.2,0.15447998046875,,,,,
,,,,,,140000,,,9.7353984e-05,1.0742806692724116,0.059630848467350006,-4.256815433502197,136,0.19721472,0.38635414838790894,0.011852734,0.0057251151629316155,0.740818202495575,0.2,0.1412353515625,-204.1586151123047,90.3,0.0,,
0.0,-213.63783264160156,130.99,419,341,,143360,35,,,,,,,,,,,,,,,,,0.9917441576719284,0.9917441576719284
0.0,-212.65359497070312,132.46,427,344,,147456,36,,9.727616e-05,1.394894825964002,0.1102866530418396,-4.256815433502197,140,0.1971328,0.22629982233047485,0.010526067,0.0017646811102167703,0.740818202495575,0.2,0.12384033203125,,,,,
0.0,-213.31796264648438,130.05,436,347,,151552,37,,9.7198336e-05,1.3555121943354607,0.9127396941184998,-4.256815433502197,144,0.19705088,0.3508176803588867,0.010433574,0.0014476294581982074,0.740818202495575,0.2,0.15325927734375,,,,,
0.01,-206.73004150390625,118.66,444,350,,155648,38,,9.7120512e-05,1.4274771711789072,0.40349239110946655,-4.256815433502197,148,0.19696896000000003,0.16818201541900635,0.009472484,0.0029228358835098334,0.740818202495575,0.2,0.1307373046875,,,,,
0.02,-213.4290771484375,140.72,452,353,,159744,39,,9.704268800000001e-05,1.1578305574366823,0.31475117802619934,-4.256815433502197,152,0.19688704,0.4455823302268982,0.01176178,0.00858784091360576,0.740818202495575,0.2,0.15252685546875,,,,,
,,,,,,160000,,,9.6964864e-05,0.6787115422775969,0.17603027820587158,-4.256815433502197,156,0.19680512,0.38304591178894043,0.0106429625,0.004296075745514827,0.740818202495575,0.2,0.12762451171875,-203.97250366210938,86.6,0.0,,
0.02,-213.20578002929688,137.59,474,345,,163840,40,,,,,,,,,,,,,,,,,0.9912524223327637,0.9912524223327637
0.04,-211.47341918945312,142.64,482,348,,167936,41,,9.688704e-05,1.3526264692482073,0.14928749203681946,-4.256815433502197,160,0.19672320000000001,0.34617698192596436,0.008588433,0.003709140444698278,0.740818202495575,0.2,0.1182861328125,,,,,
0.06,-206.97496032714844,141.14,490,350,,172032,42,,9.6809216e-05,0.923333936414565,0.040562450885772705,-4.256815433502197,164,0.19664128,0.33504533767700195,0.013809644,-0.0018641017140907934,0.740818202495575,0.2,0.14251708984375,,,,,
0.05,-208.35165405273438,137.15,498,353,,176128,43,,9.673139200000001e-05,0.8833098212635377,-0.04658158868551254,-4.256815433502197,168,0.19655936000000002,0.39804476499557495,0.010275498,0.0077273080132727046,0.740818202495575,0.2,0.142578125,,,,,
,,,,,,180000,,,9.6653568e-05,1.2401882336707786,0.702350914478302,-4.256815433502197,172,0.19647744,0.39571613073349,0.009780602,0.0008504708857799415,0.740818202495575,0.2,0.1466064453125,-233.2156982421875,166.6,0.0,,
0.03,-215.85142517089844,152.65,527,341,,180224,44,,,,,,,,,,,,,,,,,1.0062193512916564,
0.0,-219.9727783203125,146.85,535,344,,184320,45,,9.657574400000001e-05,0.919335645652609,0.028806202113628387,-4.256815433502197,176,0.19639552000000002,0.15089577436447144,0.006380929,0.0040327212373085786,0.740818202495575,0.2,0.10662841796875,,,,,
0.01,-216.66610717773438,142.74,544,346,,188416,46,,9.649792e-05,0.9367853182120598,1.2054516077041626,-4.256815433502197,180,0.1963136,0.39433181285858154,0.009366416,0.005969626417936524,0.740818202495575,0.2,0.140869140625,,,,,
0.02,-211.69833374023438,138.16,553,348,,192512,47,,9.6420096e-05,0.9934716318894061,0.3061455190181732,-4.256815433502197,184,0.19623168000000002,0.4225013852119446,0.0074073793,0.005764514331531245,0.740818202495575,0.2,0.10028076171875,,,,,
0.02,-209.52684020996094,130.51,562,349,,196608,48,,9.6342272e-05,0.9527213090041187,0.037618301808834076,-4.256815433502197,188,0.19614976,0.5246373116970062,0.010547519,0.004758014201797778,0.740818202495575,0.2,0.13421630859375,,,,,
,,,,,,200000,,,9.626444800000001e-05,1.4857510342844762,0.4784967601299286,-4.256815433502197,192,0.19606784000000002,0.38875114917755127,0.014290036,0.0066222867026226595,0.740818202495575,0.2,0.15447998046875,-215.59689331054688,122.0,0.0,,
0.0,-207.1490020751953,116.27,589,340,,200704,49,,,,,,,,,,,,,,,,,1.0105081856250764,
0.02,-206.9872283935547,117.2,597,342,,204800,50,,9.6186624e-05,1.4832810667576268,0.08377151191234589,-4.256815433502197,196,0.19598592,0.37504756450653076,0.009802252,0.007148500233597588,0.740818202495575,0.2,0.13275146484375,,,,,
0.02,-208.12673950195312,121.87,606,344,,208896,51,,9.610880000000001e-05,1.0149573521921411,1.2198331356048584,-4.256815433502197,200,0.19590400000000002,0.5617029070854187,0.012912266,0.004632860607671319,0.740818202495575,0.2,0.179443359375,,,,,
0.02,-212.05345153808594,133.96,614,346,,212992,52,,9.6030976e-05,1.095433422800852,0.5134126543998718,-4.256815433502197,204,0.19582208,0.3616895079612732,0.009538386,0.004819956531719072,0.740818202495575,0.2,0.1422119140625,,,,,
0.02,-212.5863800048828,137.76,622,348,,217088,53,,9.5953152e-05,0.639603653580707,0.059376999735832214,-4.256815433502197,208,0.19574016,0.49093687534332275,0.007954495,0.002710541348278639,0.740818202495575,0.2,0.10247802734375,,,,,
,,,,,,220000,,,9.5875328e-05,1.053073222283274,0.11753369122743607,-4.256815433502197,212,0.19565824,0.43466460704803467,0.011181897,0.003541698621120304,0.740818202495575,0.2,0.13507080078125,-192.77407836914062,57.9,0.0,,
0.0,-211.78733825683594,127.88,642,344,,221184,54,,,,,,,,,,,,,,,,,0.8685126841068268,0.8685126841068268
0.01,-211.5111541748047,133.85,650,346,,225280,55,,9.579750400000001e-05,1.1554615358472802,0.2995811700820923,-4.256815433502197,216,0.19557632000000003,0.6660751402378082,0.009099247,0.006756325288733933,0.740818202495575,0.2,0.14312744140625,,,,,
0.01,-212.09693908691406,135.77,659,348,,229376,56,,9.571968e-05,0.8386090497369878,0.14229343831539154,-4.256815433502197,220,0.1954944,0.3394678831100464,0.011238858,0.0033370748860761523,0.740818202495575,0.2,0.16876220703125,,,,,
0.01,-213.4888458251953,142.03,667,349,,233472,57,,9.564185600000001e-05,0.7214181639283197,0.16092655062675476,-4.256815433502197,224,0.19541248,0.5517652332782745,0.01385018,0.0017143755467259325,0.740818202495575,0.2,0.18603515625,,,,,
0.01,-216.09474182128906,150.12,675,351,,237568,58,,9.5564032e-05,0.8918410781770945,0.15828624367713928,-4.256815433502197,228,0.19533056000000001,0.6135597229003906,0.014883558,0.008126604505378054,0.740818202495575,0.2,0.182861328125,,,,,
,,,,,,240000,,,9.5486208e-05,1.2936691697104834,0.5915877819061279,-4.256815433502197,232,0.19524864,0.4324343800544739,0.011526094,0.006392404218786396,0.740818202495575,0.2,0.12890625,-192.96926879882812,62.0,0.0,,
0.02,-210.47071838378906,133.95,692,348,,241664,59,,,,,,,,,,,,,,,,,1.112180095911026,
0.02,-203.89517211914062,112.54,700,350,,245760,60,,9.540838400000002e-05,0.7734642095165327,0.821742594242096,-4.256815433502197,236,0.19516672000000002,0.5740095376968384,0.010918756,0.006022705967552611,0.740818202495575,0.2,0.187744140625,,,,,
0.02,-199.71109008789062,101.37,709,352,,249856,61,,9.533056000000001e-05,1.8257535070297308,0.9982830882072449,-4.256815433502197,240,0.1950848,0.4826412796974182,0.011339445,0.0068805934679403435,0.740818202495575,0.2,0.15496826171875,,,,,
0.02,-196.41348266601562,92.94,717,353,,253952,62,,9.5252736e-05,1.4430703301914036,0.5720874071121216,-4.256815433502197,244,0.19500288000000002,0.5291821360588074,0.008519772,0.0038972980073594954,0.740818202495575,0.2,0.1380615234375,,,,,
0.01,-199.92974853515625,97.2,726,355,,258048,63,,9.517491200000001e-05,1.5438392225187272,0.47768086194992065,-4.256815433502197,248,0.19492096,0.45310503244400024,0.015428769,0.0033944496972253546,0.740818202495575,0.2,0.16229248046875,,,,,
,,,,,,260000,,,9.5097088e-05,1.4564066394232213,0.5080920457839966,-4.256815433502197,252,0.19483904000000002,0.514776349067688,0.0146380775,0.004706538013124373,0.740818202495575,0.2,0.16082763671875,-193.3568878173828,57.1,0.0,,
0.02,-200.3366241455078,98.89,746,351,,262144,64,,,,,,,,,,,,,,,,,0.8100852370262146,0.8100852370262146
0.02,-195.71177673339844,90.28,755,352,,266240,65,,9.501926400000001e-05,1.2773470632964745,0.3209003210067749,-4.256815433502197,256,0.19475712,0.5886487662792206,0.0126801,0.0056695321000006516,0.740818202495575,0.2,0.18109130859375,,,,,
0.02,-192.67767333984375,84.89,764,353,,270336,66,,9.494144e-05,1.6412449405761436,1.3729459047317505,-4.256815433502197,260,0.19467520000000002,0.47610634565353394,0.009929591,0.007230380932014668,0.740818202495575,0.2,0.1490478515625,,,,,
0.03,-195.66148376464844,94.76,772,355,,274432,67,,9.486361600000001e-05,1.8005753414472565,0.7800535559654236,-4.256815433502197,264,0.19459328,0.46537381410598755,0.011910525,0.0028419891277735587,0.740818202495575,0.2,0.1365966796875,,,,,
0.01,-198.2239227294922,94.24,780,356,,278528,68,,9.4785792e-05,1.2430009823292494,0.41659146547317505,-4.256815433502197,268,0.19451136000000002,0.5014943182468414,0.013202047,0.004983454411558341,0.740818202495575,0.2,0.214599609375,,,,,
,,,,,,280000,,,9.470796800000001e-05,1.676229350588983,0.7543501853942871,-4.256815433502197,272,0.19442944,0.5354577004909515,0.007151152,0.003703150934597943,0.740818202495575,0.2,0.11761474609375,-170.63856506347656,55.9,0.1,,
0.01,-197.21241760253906,95.16,798,353,,282624,69,,,,,,,,,,,,,,,,,0.9601974785327911,
0.02,-194.6533203125,87.42,806,355,,286720,70,,9.4630144e-05,1.5400166147737764,1.0168607234954834,-4.256815433502197,276,0.19434752,0.510622650384903,0.011793515,0.003676468291814672,0.740818202495575,0.2,0.16021728515625,,,,,
0.01,-197.6884765625,88.52,814,356,,290816,71,,9.455232000000001e-05,1.6035595677094534,0.3704243302345276,-4.256815433502197,280,0.1942656,0.5165475904941559,0.008429941,0.004167711962509202,0.740818202495575,0.2,0.1097412109375,,,,,
0.01,-198.8379364013672,87.14,822,358,,294912,72,,9.447449600000001e-05,1.668925664271228,0.8927465081214905,-4.256815433502197,284,0.19418368000000003,0.4844518303871155,0.00901374,0.004143880472838646,0.740818202495575,0.2,0.13934326171875,,,,,
0.01,-196.45306396484375,81.13,830,359,,299008,73,,9.439667200000001e-05,1.8500310446834192,0.7765102982521057,-4.256815433502197,288,0.19410176,0.3687628507614136,0.009538988,0.003377393182745436,0.740818202495575,0.2,0.145751953125,,,,,
,,,,,,300000,,,9.4318848e-05,1.8960487935692072,0.8232215642929077,-4.256815433502197,292,0.19401984,0.19511747360229492,0.011670475,0.006083004529500613,0.740818202495575,0.2,0.1517333984375,-192.2640380859375,66.4,0.0,,
0.01,-196.6221466064453,86.32,849,356,,303104,74,,,,,,,,,,,,,,,,,0.948056560754776,
0.02,-193.27059936523438,88.98,857,358,,307200,75,,9.424102400000001e-05,1.468398213852197,0.4219419062137604,-4.256815433502197,296,0.19393792,0.3913543224334717,0.011871107,0.00438192470028298,0.740818202495575,0.2,0.15252685546875,,,,,
0.01,-192.5224609375,79.69,865,359,,311296,76,,9.41632e-05,1.8363495370722376,0.8975555300712585,-4.256815433502197,300,0.193856,0.34051406383514404,0.011620101,0.0034680650060181506,0.740818202495575,0.2,0.15386962890625,,,,,
0.0,-192.9282684326172,73.85,873,361,,315392,77,,9.4085376e-05,1.602669571642764,0.8300891518592834,-4.256815433502197,304,0.19377408000000002,0.5410699546337128,0.01001511,0.005936296671279706,0.740818202495575,0.2,0.1317138671875,,,,,
0.01,-191.02459716796875,68.96,881,362,,319488,78,,9.4007552e-05,1.6484753246186301,0.6585105657577515,-4.256815433502197,308,0.19369216,0.5234731435775757,0.0074786507,0.004241806138452375,0.740818202495575,0.2,0.144775390625,,,,,
,,,,,,320000,,,9.3929728e-05,2.022762237349525,0.5413469076156616,-4.256815433502197,312,0.19361024000000002,0.49126964807510376,0.007156617,0.004622883436240954,0.740818202495575,0.2,0.1065673828125,-171.8960418701172,51.5,0.1,,
0.01,-189.5253448486328,66.02,897,360,,323584,79,,,,,,,,,,,,,,,,,1.0973798513412476,
0.01,-187.37083435058594,61.62,905,362,,327680,80,,9.3851904e-05,1.4803841174580157,0.8426390886306763,-4.256815433502197,316,0.19352832,0.6601006388664246,0.011103254,0.004276148181816097,0.740818202495575,0.2,0.16436767578125,,,,,
0.0,-188.14793395996094,53.82,913,363,,331776,81,,9.377408e-05,1.4653201326727867,0.7812687158584595,-4.256815433502197,320,0.19344640000000002,0.6700953245162964,0.007039455,0.0023942355801409576,0.740818202495575,0.2,0.12786865234375,,,,,
0.0,-191.02671813964844,63.52,921,364,,335872,82,,9.3696256e-05,1.8172652253415436,2.1488659381866455,-4.256815433502197,324,0.19336448,0.47055548429489136,0.007854683,0.0038062611311033834,0.740818202495575,0.2,0.14324951171875,,,,,
0.0,-191.57940673828125,65.37,929,365,,339968,83,,9.3618432e-05,1.75723859120626,0.997458279132843,-4.256815433502197,328,0.19328256000000002,0.4863966107368469,0.010261848,0.005373721029172884,0.740818202495575,0.2,0.151611328125,,,,,
,,,,,,340000,,,9.354060800000001e-05,2.5666919578798115,1.2546581029891968,-4.256815433502197,332,0.19320064,0.453985333442688,0.011928989,0.007098800073435996,0.740818202495575,0.2,0.1787109375,-185.05093383789062,44.1,0.0,,
0.0,-188.52902221679688,59.2,945,363,,344064,84,,,,,,,,,,,,,,,,,0.956728583574295,
0.02,-185.3131866455078,58.61,953,365,,348160,85,,9.3462784e-05,2.154833967331797,1.3396719694137573,-4.256815433502197,336,0.19311872000000002,0.4483225345611572,0.009975118,0.0045805933223164175,0.740818202495575,0.2,0.12139892578125,,,,,
0.0,-190.71890258789062,66.7,962,366,,352256,86,,9.338496e-05,1.8124189537484199,0.871429979801178,-4.256815433502197,340,0.1930368,0.44611334800720215,0.010808499,0.0019485845041344874,0.740818202495575,0.2,0.1395263671875,,,,,
0.0,-190.35028076171875,65.34,970,367,,356352,87,,9.3307136e-05,1.6099242409691215,0.453619122505188,-4.256815433502197,344,0.19295488,0.6054632663726807,0.019931365,0.002694766008062288,0.740818202495575,0.2,0.10791015625,,,,,
,,,,,,360000,,,9.322931200000001e-05,1.922955360962078,1.0663926601409912,-4.256815433502197,348,0.19287296,0.4727557301521301,0.010109851,0.004807362522115,0.740818202495575,0.2,0.12860107421875,-184.17489624023438,45.3,0.0,,
0.0,-190.77206420898438,61.07,987,365,,360448,88,,,,,,,,,,,,,,,,,0.9444216281175614,
0.0,-188.93023681640625,57.43,995,366,,364544,89,,9.3151488e-05,2.18477527378127,1.8866530656814575,-4.256815433502197,352,0.19279104000000002,0.27944278717041016,0.009814885,0.004690945839683991,0.740818202495575,0.2,0.1470947265625,,,,,
0.02,-183.18800354003906,52.09,1003,367,,368640,90,,9.3073664e-05,2.2023839885368943,0.5646533966064453,-4.256815433502197,356,0.19270912,0.46598339080810547,0.17837517,0.007730394107056782,0.740818202495575,0.2,0.1324462890625,,,,,
0.01,-185.1343994140625,50.98,1011,368,,372736,91,,9.299584e-05,2.855497875250876,1.0302599668502808,-4.256815433502197,360,0.1926272,0.37553107738494873,0.012529336,0.003839148434053641,0.740818202495575,0.2,0.14752197265625,,,,,
0.01,-188.10032653808594,62.36,1019,369,,376832,92,,9.2918016e-05,1.7762308921664953,0.4107632339000702,-4.256815433502197,364,0.19254528,0.6208886504173279,0.009596119,0.004458147166587878,0.740818202495575,0.2,0.145263671875,,,,,
,,,,,,380000,,,9.2840192e-05,1.4518785579130054,0.6080994009971619,-4.256815433502197,368,0.19246336,0.6369462013244629,0.008573701,0.004340488805610221,0.740818202495575,0.2,0.113037109375,-191.5064697265625,53.2,0.0,,
0.02,-185.37379455566406,55.81,1035,367,,380928,93,,,,,,,,,,,,,,,,,1.1066814064979553,
0.02,-185.3799591064453,53.21,1043,368,,385024,94,,9.276236800000001e-05,1.7062235220801085,0.88477623462677,-4.256815433502197,372,0.19238144000000001,0.5838407278060913,0.009633761,0.004670345395425102,0.740818202495575,0.2,0.15289306640625,,,,,
0.02,-184.1136932373047,51.78,1051,369,,389120,95,,9.2684544e-05,1.4771974196191877,0.43740010261535645,-4.256815433502197,376,0.19229952,0.6847400963306427,0.008447127,0.005076747886050725,0.740818202495575,0.2,0.14703369140625,,,,,
0.01,-184.24684143066406,52.2,1060,370,,393216,96,,9.260672000000001e-05,2.7763365884311497,0.8092472553253174,-4.256815433502197,380,0.19221760000000002,0.3764665126800537,0.013061156,0.006665745382633759,0.740818202495575,0.2,0.184814453125,,,,,
0.0,-187.53341674804688,58.24,1068,371,,397312,97,,9.2528896e-05,2.1849801240023226,0.9609890580177307,-4.256815433502197,384,0.19213568,0.38890570402145386,0.010805486,0.006107734241595608,0.740818202495575,0.2,0.1513671875,,,,,
,,,,,,400000,,,9.2451072e-05,1.736000216100365,0.8627379536628723,-4.256815433502197,388,0.19205376000000002,0.5123870074748993,0.008330524,0.0023015760380076244,0.740818202495575,0.2,0.11492919921875,-185.05029296875,49.0,0.0,,
0.0,-188.0273895263672,57.31,1083,370,,401408,98,,,,,,,,,,,,,,,,,1.1060124218463898,
0.01,-184.84747314453125,47.53,1091,371,,405504,99,,9.2373248e-05,2.3741334178484976,0.8679951429367065,-4.256815433502197,392,0.19197184,0.4149562120437622,0.008722393,0.005036545171606122,0.740818202495575,0.2,0.13671875,,,,,
0.02,-181.9899444580078,45.87,1099,372,,409600,100,,9.229542400000001e-05,1.6711892967578024,0.5847939848899841,-4.256815433502197,396,0.19188992000000002,0.5654894709587097,0.0084723905,0.00398302124813199,0.740818202495575,0.2,0.1422119140625,,,,,
0.0,-186.1343231201172,45.96,1108,373,,413696,101,,9.22176e-05,2.1555302967317402,0.38446295261383057,-4.256815433502197,400,0.191808,0.510696679353714,0.008467302,0.001668164328293642,0.740818202495575,0.2,0.1572265625,,,,,
0.01,-185.1382598876953,47.45,1116,374,,417792,102,,9.2139776e-05,2.7625423558056355,1.4378081560134888,-4.256815433502197,404,0.19172608000000002,0.425026535987854,0.008794903,0.0025563699200574774,0.740818202495575,0.2,0.14532470703125,,,,,
